5000 3598
3898 4698 21
1285 2103 88
982 2182 16
834 46 19
2617 4854 92
271 1457 89
976 4887 89
102 2848 83
3267 3553 16
4726 4159 57
3287 4369 63
2897 4721 4
2923 3112 44
4480 2581 86
381 2243 80
1900 3590 17
3586 2905 55
1521 1146 23
503 2558 11
2538 4128 25
3104 4622 8
4747 2954 76
2893 3536 93
3368 2058 57
650 1418 76
1411 290 38
4821 1732 94
2519 3061 33
3975 3019 4
664 3342 90
3027 2539 94
4081 2732 58
2994 2079 86
3768 2575 84
348 2863 27
355 2322 79
529 2866 98
629 3983 28
4546 2020 100
1952 2842 31
1766 1416 31
4647 4964 45
2018 2714 34
1119 4474 60
2858 4272 5
2803 2199 89
4641 1965 62
100 1193 2
3504 1202 48
728 3339 95
2993 1256 62
2021 4650 67
1390 3009 36
960 1130 96
3090 1899 52
4801 1712 72
735 4503 25
4698 2551 47
3866 2543 98
94 2455 15
3674 1429 78
4679 3462 2
1074 1027 73
1280 1520 90
1803 3499 43
2164 2761 53
3492 2404 23
4286 4773 49
3632 2598 99
1124 1861 71
363 75 66
2785 753 31
2957 2432 89
2691 3905 78
4959 4596 94
830 1254 54
1264 909 73
1670 437 37
56 4034 65
3309 1225 73
2545 4893 63
3028 250 8
4952 2459 34
2681 3465 17
3081 2841 38
4033 226 1
4572 4606 81
4191 657 47
2115 483 84
2933 3591 84
657 3993 99
1842 4519 87
208 4524 6
1307 1919 59
2236 2016 6
4268 4037 100
2884 1804 55
2486 4770 41
2255 304 20
2908 293 45
3664 4440 89
512 2277 20
480 1687 76
4858 665 100
4348 905 64
4919 2642 69
415 2807 74
4901 4192 34
3007 3186 27
4171 959 29
2412 4856 37
1066 1552 54
425 370 37
137 414 53
2710 1904 24
2906 3025 88
2366 3733 6
4945 1781 91
4073 2695 47
1336 1679 30
1400 4446 11
4969 4393 5
305 4949 15
3611 1477 30
3938 4730 53
576 1998 40
2255 422 68
391 2265 91
4459 3659 34
178 1069 76
1072 385 71
2145 3713 71
4956 1822 98
2893 3967 39
1778 1818 72
2553 2996 76
2363 3858 23
2769 1722 98
4782 3284 72
1644 1488 47
331 1715 93
2664 2492 40
2875 4678 6
4502 2713 44
1900 4585 80
3705 1156 95
4177 3475 37
4262 3890 47
2959 1329 88
3463 2427 43
2348 57 86
3131 3256 31
3707 3375 29
3262 2944 46
3423 4386 70
3651 4537 53
740 4868 42
2002 2499 95
2479 3602 32
1517 3335 61
3039 1706 9
4968 252 21
4766 2341 58
4799 2373 19
4094 1097 92
1187 511 43
1917 4514 87
1105 3897 35
3287 624 98
1690 365 29
1860 4746 8
2158 3788 14
3304 2008 28
2909 4304 38
2114 341 71
1798 2873 3
1472 1128 96
2950 4516 11
3412 496 82
2905 4971 34
105 3615 21
2426 10 92
3876 3428 62
1167 1363 77
1597 2925 44
2687 445 81
1336 1652 40
2579 929 84
2237 987 37
2354 800 39
3872 4682 46
2548 2938 20
2853 3689 81
454 453 88
3611 2852 72
1349 97 37
3429 1431 56
2236 4058 46
1970 3082 71
2711 1878 35
3027 2528 42
830 2481 89
2546 3273 17
1029 663 100
3527 312 46
878 3842 33
4052 1257 71
3059 1435 46
3682 649 72
3385 4295 54
4386 1164 62
641 2282 52
1088 2739 54
2089 4985 86
3424 3698 63
2893 1626 62
382 1412 30
3085 4875 46
1954 589 30
3095 4417 61
974 4336 71
4851 4200 62
2349 129 92
4508 2315 54
1768 144 71
942 2576 13
2588 1073 97
814 164 83
3088 2533 62
907 614 42
2729 2744 95
2954 937 36
3926 2007 58
1836 1589 78
1286 2532 47
4413 841 26
4546 2313 93
4755 3918 76
439 2342 28
2976 2685 100
967 530 22
2645 4925 41
2858 1578 33
550 3944 9
3471 782 58
961 3243 95
997 4552 9
4610 4756 61
83 2694 10
3278 1585 37
537 3848 28
4164 3037 58
3299 4143 1
4711 824 50
4601 1042 65
3314 1568 15
4360 696 98
4058 296 71
4266 2044 79
4983 2530 66
2885 2106 65
337 1590 98
4595 1872 22
2381 4666 35
3683 1037 45
3484 4085 13
411 1377 45
4748 3018 19
1748 4387 73
1516 571 43
3580 3233 53
1546 3327 2
2785 3833 38
2658 4646 10
3205 326 81
3677 3151 15
1407 321 47
1687 731 28
2297 1067 53
3139 794 52
3389 1680 38
2973 3980 5
1533 423 64
53 3069 49
3646 2226 86
1244 4350 12
155 3443 45
4810 4556 22
302 3613 83
97 1725 38
2322 1484 21
829 2874 42
2438 3477 48
2908 2137 38
1521 3117 77
302 1382 73
4752 3460 8
4808 4634 14
4910 1337 50
1689 1724 82
4035 1992 71
2412 4344 47
4826 2898 14
3914 515 36
4692 2757 33
4170 917 84
3392 2179 66
2992 163 57
4477 2026 39
4216 2787 3
3324 4533 64
4999 2611 22
2912 146 34
3452 4555 65
4036 4804 50
2500 4267 41
2366 222 53
4715 430 74
3564 353 64
4474 1277 65
2953 1237 95
4568 1567 65
22 3990 52
2111 192 15
1751 1222 76
1813 2290 97
4414 475 84
3919 3008 48
675 3431 17
1945 2001 38
4408 2496 7
3132 196 98
3497 2707 99
690 3227 10
2202 1071 59
1885 3055 35
916 2869 4
156 2565 16
873 1438 32
2122 1030 81
4743 4293 58
2471 1455 30
2336 1640 34
2199 581 62
3640 4693 19
3431 1586 20
1666 3729 62
105 3013 65
810 1632 33
1379 4259 15
4758 1856 43
1496 1864 37
4459 4160 79
4950 4186 98
3971 2093 45
3651 3911 4
4872 2365 30
1426 292 13
1690 2436 82
3400 1526 97
2363 2831 48
3455 3125 73
2243 3496 16
4584 3777 87
3155 784 83
3099 1387 97
4100 2316 77
1224 3333 69
430 1555 7
367 4145 44
3993 820 54
2331 3192 58
2060 2719 63
619 1621 93
1831 4013 72
3298 3798 36
850 4248 87
1203 586 12
3130 4507 82
1822 924 69
2457 805 14
4365 268 18
2322 3610 65
981 1906 53
4606 3540 29
2071 934 37
2293 2017 2
1510 4065 97
504 4618 65
3177 227 77
2877 4853 94
1072 3491 33
113 2891 44
4098 1902 65
1029 3665 100
149 4427 88
3488 4873 50
2939 1773 95
3554 4741 32
2739 418 69
829 2380 67
390 1120 60
3393 4246 27
747 1233 93
4379 2230 27
4646 1248 83
4687 3188 19
2260 3714 82
667 3441 93
815 1514 92
606 4168 5
4694 2505 33
4289 4710 99
4460 2232 82
4182 2177 98
4043 1173 100
4851 1442 66
3057 2383 47
2088 4760 42
4705 1711 64
2847 2083 15
767 2082 100
3115 4221 91
4848 2112 62
3646 2350 58
3496 4703 63
3931 1360 32
1409 808 71
1493 642 60
1341 4090 28
759 1446 36
3278 4697 88
3787 2926 28
2335 1587 99
4164 2951 76
3683 4587 53
3889 3837 59
4380 601 35
3492 923 79
4667 4095 19
1852 3924 79
4524 1041 47
492 3977 54
1352 3652 47
4086 4771 93
3940 470 74
2521 2833 85
4020 1109 45
3335 2219 89
3933 310 3
4854 2034 70
4959 1595 88
4806 4825 65
3960 3275 48
662 3483 17
4136 1867 37
1216 3545 20
638 3370 32
1122 517 55
3949 1630 79
1964 1747 15
1587 3231 22
4223 4254 66
4247 1340 10
3723 3800 91
1144 4299 21
1526 4676 24
2828 3072 88
3496 3272 63
3894 4908 19
1109 2918 8
1155 2947 23
1759 2098 4
1215 4989 97
3915 4233 41
3794 384 68
2723 994 79
1350 1868 54
2184 842 51
2911 1941 89
2427 2081 12
2914 340 78
4086 3311 64
923 1990 73
3508 3769 4
1332 1174 74
4561 671 43
2501 4535 14
4019 282 65
1471 2032 48
3238 3000 60
3137 4429 28
2182 4838 48
1400 3982 52
1447 539 15
4027 165 75
1003 3473 87
1981 1380 7
30 931 93
627 4131 65
1985 4108 46
2205 85 39
2818 2590 73
2219 76 56
4925 538 43
3838 3044 33
1326 2488 26
2855 2497 2
4881 52 98
4756 1381 2
1058 3433 28
5000 3050 45
4353 1569 53
334 3356 4
2408 1916 21
4855 2508 31
3663 3289 58
2375 984 31
1590 481 59
655 3945 82
1222 417 58
3030 1765 70
1434 894 32
2478 1117 36
4987 2059 27
627 2066 19
3744 1478 87
90 135 4
4258 647 84
3361 1092 68
1540 4296 70
4946 1091 65
3677 1456 9
1033 1184 19
358 3793 10
131 3354 82
3979 1921 42
2635 91 97
3259 1547 81
1831 3847 7
4820 3303 9
3342 1100 50
3388 4784 32
1393 1452 61
2582 1113 40
3375 3479 8
3059 3425 17
4310 491 39
4562 138 73
4015 2382 12
323 405 26
4478 3306 55
4641 4250 99
1720 4061 35
3643 4525 47
4237 1011 93
1735 120 67
2170 2134 96
383 2333 90
165 1858 80
2289 939 3
3155 2987 83
3000 3518 18
3713 2698 24
1214 2554 70
4958 107 72
1822 1492 10
2270 1846 70
740 318 11
61 684 35
3726 4740 66
4083 4361 55
1869 3167 29
118 184 28
2655 3247 3
4910 2351 68
1824 4005 53
2192 409 15
1140 2777 48
3687 965 10
3843 645 49
4185 342 50
274 3766 35
1211 3593 11
2203 1255 49
2662 3469 67
4943 1180 31
1620 4256 30
554 477 34
1947 4162 23
2203 3409 50
4205 3860 80
2986 631 86
4891 329 71
676 3614 12
769 3566 11
4336 3702 55
2962 4010 53
4882 4096 63
1301 4857 52
2346 2928 8
1191 4993 31
3638 3517 33
824 4141 45
905 4217 98
2697 1404 25
1677 546 37
1994 4330 73
2288 4878 36
3540 187 46
2086 4657 80
4836 4604 87
1164 4547 95
3170 2198 35
2762 3747 55
1519 479 47
1463 3514 19
2003 3404 34
2921 555 77
3643 276 13
2405 2700 72
4335 3209 82
3093 3329 44
3785 141 43
1255 4210 47
292 4834 38
3022 1934 77
541 1402 42
1277 2763 15
3645 1347 59
1167 2595 44
1301 2899 73
3007 4566 20
4114 2733 40
4908 4004 10
3105 1665 88
4973 4101 55
3147 2263 62
2416 4270 15
2217 1999 71
1027 1354 66
2375 4064 77
1123 4498 41
3095 1093 81
1055 3630 59
1174 256 91
466 2536 55
1410 1559 85
3227 4656 23
667 1270 93
3047 2673 48
2991 1415 34
4941 941 18
3385 359 63
570 4400 78
1169 4583 84
2276 2735 29
2145 201 67
2626 371 82
937 4712 7
591 1879 40
4918 223 8
3280 159 18
1598 668 9
4690 869 63
3758 2943 40
2990 921 19
4088 3829 96
2768 1884 79
1178 4936 35
4330 3568 90
448 2068 46
3681 968 77
4603 552 70
3419 4419 93
3980 1289 33
2764 621 69
4755 2809 41
4094 3310 63
304 2407 3
2966 240 10
2875 1158 26
651 4445 83
3701 354 70
4050 1870 51
1822 63 30
3628 2952 26
80 4144 48
4376 4363 4
2227 513 46
2963 2085 36
1694 2296 98
3697 4805 29
3108 4837 60
2165 935 72
3394 4954 27
852 173 91
2288 828 98
3500 2696 66
3840 2627 4
1692 3207 44
2007 3381 56
2176 3913 7
4644 1230 65
3128 1757 63
4177 2247 55
3595 395 77
1070 910 100
2972 1406 19
2922 1612 96
4887 2727 75
4253 1667 99
2479 2108 45
318 2116 21
4149 2802 68
4395 333 15
1895 3675 88
3259 1928 15
28 4261 14
1519 3158 69
246 2125 49
325 3750 82
1277 859 19
2895 4714 13
2394 160 15
4358 2903 50
2258 4271 48
856 1782 24
232 3954 17
1113 2424 10
953 2556 16
689 4518 4
2162 922 43
3589 2035 61
3440 2269 29
3903 4734 2
2294 1601 57
1707 2743 27
4436 4708 14
1336 4553 94
4804 2155 55
3258 2726 84
4646 1659 23
2197 31 100
919 406 90
2761 3741 97
3803 1933 61
3263 875 1
3848 4996 68
270 1865 78
1508 2786 33
494 540 33
2803 4340 91
470 4563 36
4950 4739 51
1808 3957 77
243 3711 33
217 3456 64
4154 2829 35
2968 2793 89
4699 3985 71
1616 3127 55
348 176 98
4386 4617 71
1155 2113 36
565 4183 84
207 2823 83
1851 4605 36
3049 4071 78
2040 3281 60
282 186 76
588 4025 21
160 4472 65
1549 4331 61
263 1674 79
2111 533 65
2986 3133 71
901 1475 81
2727 4570 97
418 3752 98
237 3994 5
3927 3535 49
656 3818 84
2641 3604 24
875 1440 38
4958 2980 52
4956 4683 74
4826 1474 59
118 266 12
489 1453 78
4668 933 44
2510 4012 74
1035 1795 55
767 4962 65
4295 3587 42
4336 579 59
3312 1242 82
4441 876 99
4084 1957 100
63 3254 38
406 4593 54
2404 3617 8
2716 11 57
3277 3563 16
509 4222 31
4453 788 35
193 4432 92
4299 2264 57
1139 2057 91
130 702 18
2610 1497 14
1704 235 8
1842 2552 45
1440 280 17
1760 2418 12
428 197 25
506 1776 97
3935 3077 27
1415 408 36
2594 3650 22
1100 988 33
2 4506 51
2707 485 50
3619 4328 87
2126 4121 14
4454 3416 34
4282 33 92
2150 1160 66
1660 2395 71
4005 2616 95
4833 3226 59
801 2721 86
203 2778 96
3370 4835 41
2220 3942 5
4086 3006 55
4885 220 85
4771 2665 62
3580 1322 40
3931 1816 40
550 463 6
1413 4410 64
726 785 16
4495 446 44
3617 1641 70
4889 4997 51
158 1691 3
3150 3631 66
23 4921 44
3227 4203 55
4287 1501 14
3723 2560 34
4677 4706 30
4233 4467 11
3785 4077 3
3859 3862 99
2841 1583 46
2820 3515 49
3545 1582 57
4317 4499 39
4260 2844 50
2625 3001 28
2881 2321 92
923 3002 17
2570 4024 91
3722 3947 94
1782 1556 3
1054 200 34
2705 2329 22
1969 2756 100
4897 4966 15
4660 3560 22
2822 4637 2
4681 4475 46
632 1752 14
3409 4840 92
641 3255 50
297 519 69
1866 2542 66
792 4965 37
2465 3341 78
4054 2495 79
1883 4492 24
1787 920 17
1068 2022 72
2155 3557 17
3360 660 11
3021 749 62
1229 4700 25
583 3743 17
1461 1427 66
3398 2623 71
1474 2328 29
1245 3166 50
3129 4411 38
4003 979 45
2361 3549 37
1552 2487 88
877 4398 79
507 4620 76
2238 777 56
4201 3098 34
3527 4187 90
103 3073 4
1371 3909 54
1887 3626 67
1524 3819 27
1931 2811 97
2695 2119 99
1307 2411 46
693 1006 82
511 2813 44
3673 1561 5
1992 1252 91
828 157 93
4325 324 85
3780 797 94
632 1573 54
3530 1007 35
632 1108 11
4833 1201 30
4629 1596 66
3002 809 57
2819 1364 92
4130 3308 87
830 1443 12
1668 4701 61
4042 3964 53
4965 1802 79
2890 2249 79
1714 2541 21
1171 1623 42
563 1683 69
2930 1283 22
1928 2451 31
2069 1331 27
2909 17 61
3598 4809 46
372 347 15
2114 2799 86
1384 2087 40
3688 2931 91
2882 3874 15
1786 2005 81
935 2956 80
1765 1208 95
3287 4401 21
699 2356 36
2666 1084 10
3127 3917 44
3133 1321 85
752 4355 10
903 3206 34
1787 2450 37
2350 4433 17
1676 1920 32
4731 3501 39
3930 3531 75
4153 3232 16
1024 2624 67
3648 3144 79
4467 4861 35
2300 4008 92
219 2485 22
2184 4323 95
570 4980 4
2925 2475 77
4913 4438 86
3944 3318 19
3635 4462 37
4585 2090 48
1483 4163 25
3086 3048 99
3166 4228 76
4388 1299 93
1614 1907 42
3291 4218 25
3374 1525 97
2235 1358 22
4846 3138 58
3617 1386 17
1521 4316 80
2106 4951 7
3132 3319 17
2267 2253 72
3832 701 36
4877 1194 49
1164 4209 68
302 2686 66
3650 4988 60
443 4273 4
245 143 34
2349 4140 67
2336 3581 64
274 4863 1
4621 2878 19
1170 3470 46
1117 3716 58
3814 872 77
991 2023 25
1225 2053 79
168 1518 56
102 1206 42
89 750 69
3621 2717 65
2221 1987 58
3014 1600 26
1229 440 92
2576 114 9
1467 306 87
2824 3737 43
1768 412 24
2011 3135 61
4947 3362 57
1340 4022 95
2508 2783 75
3185 2010 69
472 2240 69
4709 3439 68
80 4244 95
4735 4166 8
4419 1365 36
4684 1705 16
2903 4890 51
4459 1168 98
292 3661 14
2422 3083 31
2327 3559 39
551 3852 69
610 2522 20
144 43 24
959 3987 22
2355 4326 78
2404 1241 70
4152 4018 21
4823 4991 62
3438 330 84
356 3066 88
4042 605 27
4045 1743 72
4541 2067 12
334 2015 84
4131 1502 35
911 4066 97
3377 2183 50
3558 2209 97
4566 3882 89
4698 4110 38
1994 3989 64
4851 2045 31
3459 3237 98
929 4038 14
828 4214 50
3758 4063 43
2660 1756 46
4976 1153 43
3035 3961 28
3744 92 39
3050 2280 53
958 1500 53
3091 1967 86
2565 469 50
4751 1238 86
2313 3895 80
3616 451 40
2649 4116 65
3122 3070 93
2691 947 88
3970 1673 92
3801 2648 42
3902 4220 54
3661 3168 19
4259 2050 8
580 2443 63
3011 1267 81
3878 3405 32
4610 319 84
2828 16 20
2872 3519 58
4625 427 85
3663 2417 94
2684 3124 40
4106 434 68
2441 3524 97
535 3641 62
4512 1688 10
4080 4215 51
1085 115 89
3399 879 85
2264 2391 75
3398 3735 43
3959 908 85
2618 4670 34
3286 4713 69
4081 3235 72
655 4558 1
913 2480 75
1748 3079 97
2994 4109 61
3298 582 59
7 4797 71
2466 3172 1
3282 1780 66
2828 918 50
714 1348 92
3620 2078 89
2698 502 1
3169 1799 95
1975 3344 52
3860 248 56
325 1639 48
2795 2800 26
2680 3885 32
3373 2520 59
1199 3224 80
3141 1727 33
3136 4544 81
4088 4815 68
3803 1183 5
570 1266 73
1330 2212 79
4747 3348 10
4106 3301 35
949 845 28
1993 2318 86
3336 4788 28
1515 1930 38
241 121 38
4605 804 4
841 2425 39
2064 3349 96
1326 4179 2
1130 882 1
4377 893 69
4276 24 80
4971 4986 74
4505 4418 65
3218 3116 9
3063 1789 98
1901 4888 98
1568 3846 25
4971 1154 88
2810 4824 48
524 1259 1
584 3003 1
1051 2275 37
4911 652 22
3400 487 46
2929 3891 23
4707 3041 19
2696 4127 7
3785 4403 41
4906 3194 43
4434 851 44
3638 1960 82
1784 225 11
1812 2449 10
904 6 83
4850 2722 75
1966 1829 74
818 2009 95
3422 438 68
1384 468 84
4414 3825 38
1885 3751 50
3248 639 6
3975 549 5
2246 3805 57
3668 3755 88
2883 4785 1
4459 3285 61
82 3024 51
463 4759 34
3145 2225 92
2863 320 97
1511 2638 13
2042 2924 95
741 283 89
1793 216 26
4283 3612 98
3665 3770 93
3857 3214 98
3545 1581 92
1395 4497 1
1589 3691 21
4934 1401 31
3350 2644 41
1287 3597 67
3565 4327 14
3884 4880 98
3873 868 6
764 952 99
2616 2608 13
4585 3660 55
977 421 16
4040 4767 98
1497 2154 67
51 251 19
486 2208 31
2959 4594 84
1477 3850 21
3469 729 86
1291 4926 44
2501 19 77
3864 1854 6
253 3219 98
4564 3867 71
1199 2379 94
1431 4378 38
4410 962 21
1823 2985 30
862 681 66
1980 4745 89
3544 1719 29
4138 3410 55
3959 4484 62
1914 1845 84
477 2453 61
4565 4298 71
2178 4176 23
4486 2940 72
4252 2706 43
3154 1228 88
2736 599 95
2939 87 51
1390 4047 21
712 3200 96
415 1103 81
2614 4425 89
4356 4314 21
4459 2121 30
157 4263 61
4230 770 31
2521 2168 65
667 1032 2
4743 2656 79
3218 393 43
2678 1367 64
3477 2358 83
4767 3453 2
1427 1464 29
2582 2672 34
2723 1850 46
3136 3446 62
3399 8 73
300 1143 63
3714 998 60
3612 1314 3
232 2585 33
4109 2302 19
1254 3239 52
4812 3101 52
4699 698 82
3437 4515 1
3819 104 59
1439 4142 46
1595 4915 100
2858 2458 44
3624 124 16
585 2750 75
4254 1023 60
274 1317 8
2839 2511 47
1772 4892 44
3470 3912 29
925 2307 98
733 1083 34
1329 419 36
700 25 39
358 3670 39
2306 1936 27
492 62 43
3978 609 31
32 3245 14
3945 4493 2
3833 3033 25
2919 1853 95
1170 4557 43
1713 2469 57
4595 231 87
42 3667 9
926 1977 10
2060 3810 64
1669 3649 76
2580 4779 30
1407 4527 63
2634 1908 45
2508 1536 14
4556 863 37
2667 436 86
1045 3029 18
3242 1974 13
2823 3828 72
4074 2659 64
1531 34 76
4654 2702 66
1982 224 21
309 389 17
3982 2163 78
2210 2467 43
4788 4016 65
3297 3841 47
2219 4534 19
2744 1441 55
4486 2362 75
4072 633 69
3099 2181 29
2036 3212 76
1932 1996 51
1020 1826 97
1082 3094 97
621 2571 54
3656 452 97
4493 85
3813 50
3077 81
2982 26
2778 78
3140 48
1810 86
3219 8
125 34
1425 70
1718 25
728 55
600 86
2273 75
4185 76
3843 34
899 51
1243 32
1369 38
3748 13
4695 94
3637 42
3593 42
806 76
4068 96
583 21
1677 65
4627 40
138 60
3743 32
4219 89
2027 65
2689 58
602 4
208 40
4568 1
2739 66
2711 69
3598 74
614 30
4029 72
4186 62
2293 95
3128 21
1482 57
3855 19
2251 25
4086 23
3305 34
1234 43
4496 81
258 65
1173 67
2107 36
3883 34
3707 59
4271 36
4140 66
3595 84
2304 24
1668 34
4933 28
1157 50
436 39
1868 63
4995 76
3764 59
4860 97
3735 15
1053 57
240 14
1403 23
1093 91
4981 82
1200 44
2519 76
2704 65
876 11
4286 45
3830 49
2260 70
993 47
1175 36
4304 42
3565 57
236 92
623 62
1312 73
3340 85
3740 30
1870 50
555 28
1972 25
4418 3
1656 35
4978 54
1033 98
618 22
3631 29
1760 94
2262 83
2459 82
2237 85
1918 60
1163 63
683 73
293 98
3745 59
1985 57
3632 9
1133 37
3865 32
4416 17
1693 63
2002 75
3021 69
3993 29
1211 61
2214 96
1141 50
382 51
2823 80
4764 89
3497 88
271 25
1149 73
777 74
4836 91
1401 21
1 17
1552 7
4301 2
1787 76
1629 6
906 87
2205 24
3484 78
2377 53
3694 4
2603 95
694 90
2229 40
1326 53
3682 82
4623 34
199 10
2362 41
2851 73
2910 49
2887 17
756 1
4424 6
1226 2
1711 41
2342 60
168 89
3780 30
4112 44
1406 68
3260 92
3602 41
3944 13
361 69
1752 82
2580 70
2122 54
348 14
2035 95
4604 91
4529 64
4587 56
1757 84
2437 76
4603 34
358 8
4835 59
133 65
1461 84
2963 6
2602 13
3212 91
3290 56
1694 20
1310 5
2850 52
2840 72
2563 27
2550 15
4725 30
1371 53
4329 89
3759 96
1848 25
954 53
1696 98
4957 41
2344 32
4895 52
2720 50
299 24
140 71
1745 65
1642 41
2884 56
4082 44
2066 59
3170 49
4924 22
82 12
1220 88
4431 35
1084 51
687 69
4516 76
2960 6
4520 48
997 67
634 52
3534 88
4262 61
304 29
3333 94
3863 21
4800 26
2345 44
1340 26
4453 28
1903 34
274 16
1541 88
4986 22
340 95
748 20
446 72
4143 20
1685 89
2009 35
3067 37
1420 67
3477 99
2636 38
4049 52
2825 100
3902 47
439 50
656 42
4136 48
2168 38
2719 25
3608 46
3367 25
2826 27
1633 59
162 27
4157 30
943 70
1081 53
3544 9
493 52
2494 39
4644 23
2396 90
612 29
3430 84
97 14
365 87
4589 12
3974 56
1916 72
33 85
2844 100
1327 77
76 33
3522 29
507 81
4929 79
1961 52
1455 24
104 95
3114 31
3159 73
3413 69
2462 23
286 44
1390 42
1359 71
821 10
1748 96
4054 79
333 63
3222 79
1988 34
1429 51
2225 64
3100 15
2501 38
4298 63
1294 55
3043 12
2894 8
164 42
3519 88
4874 43
471 47
2959 33
3189 32
4909 96
1963 30
861 59
638 36
1262 24
4944 9
2236 80
1351 94
4702 39
2136 23
1158 75
2212 99
218 37
4065 76
3424 74
2327 69
214 41
2022 19
4288 35
2037 23
2793 68
1625 90
872 36
1087 81
2983 4
4696 35
1929 38
4878 42
4026 84
2693 49
3294 32
1640 81
1254 50
3390 19
132 33
1591 59
4754 26
4378 80
1534 33
3498 35
2100 78
4439 9
570 93
1251 63
1983 34
2054 14
3017 19
3935 3
4067 20
3123 11
4116 3
1485 65
3787 41
4819 6
2769 3
1798 1
4514 87
1739 64
470 68
1993 22
3161 41
3556 86
288 22
2285 51
4960 62
2124 24
3938 41
434 91
4058 83
4228 96
1072 91
4242 44
4152 79
3093 12
395 7
343 41
337 69
2240 55
945 18
2192 86
3600 35
729 23
1283 57
688 3
4163 45
1880 66
559 17
565 44
1108 22
780 54
1364 59
3575 80
4763 91
1309 53
3777 74
3328 72
465 38
2789 4
1581 26
1034 67
3266 26
1877 58
4392 25
69 64
1892 20
4849 42
2541 82
380 44
2087 19
4386 75
117 63
4848 41
2842 67
4326 38
4657 50
4660 67
2155 43
4885 44
1271 88
587 87
4250 5
2246 16
247 92
2481 53
4685 34
2726 72
3097 22
4150 92
1614 71
2116 19
4452 60
4291 32
2447 38
3042 30
3303 82
273 65
3527 68
86 26
4383 50
1338 39
2398 24
448 51
1729 93
4274 86
2788 21
1688 17
222 11
4569 16
677 23
2606 71
1746 26
4342 47
3258 85
4151 23
1568 26
369 26
533 43
3730 61
4484 78
3136 65
1068 75
2393 3
3878 99
3996 90
1519 84
4983 2
3874 33
4411 78
4162 20
4648 100
4226 92
4993 25
11 13
4360 69
3964 58
4384 72
413 36
3705 95
1684 59
3073 41
4838 43
2482 15
150 52
2994 75
2542 16
2877 72
809 60
782 100
176 23
2226 66
1997 95
1231 89
2909 92
2544 67
1842 24
4402 66
3364 48
3295 16
2595 22
4742 67
4642 26
3712 74
627 1
3346 95
2266 81
3309 26
88 9
2219 27
4890 73
1854 4
3824 68
3668 25
512 62
3373 76
2917 4
2018 95
3899 21
1863 89
4946 20
4144 85
3627 42
4051 29
2441 65
1366 75
4905 83
1118 79
2906 60
3711 55
2613 2
2855 42
1466 62
2301 25
2845 32
539 89
2382 7
1645 57
1266 68
2235 35
3113 44
1908 90
4518 10
4949 89
461 51
752 82
1560 75
1374 44
3901 60
3647 58
3464 3
3193 5
373 4
1170 98
824 1
1025 33
4636 30
1437 98
4936 18
1212 81
4320 75
3246 41
1786 13
237 89
576 22
1138 71
4396 91
473 35
3473 47
3092 30
4293 59
320 24
744 52
1589 21
1525 98
2131 61
3644 43
3302 87
1635 31
1430 21
1924 82
1946 16
885 44
4062 98
3385 8
185 29
2257 7
529 9
3698 75
4765 20
536 97
919 29
4792 86
3732 76
2562 89
4579 31
2016 70
2795 25
1433 55
1661 36
4973 15
4865 67
1325 31
4554 64
1584 28
4041 84
585 67
3819 39
883 53
3961 98
4633 66
3317 23
2354 100
2575 18
1039 26
212 77
2574 82
1763 93
925 7
769 45
364 1
2524 27
2282 52
1453 78
1487 13
2729 64
262 82
4862 81
2688 16
3081 50
3973 94
1244 78
4921 78
1932 82
4203 23
2954 90
1245 74
1680 80
2556 59
3461 42
4698 61
1864 15
4814 51
2654 62
4565 30
2402 57
1102 5
3703 4
1051 90
105 55
3691 23
4332 63
3184 83
188 57
2748 84
36 29
710 75
2431 99
882 9
970 41
1708 77
492 15
567 50
1822 43
3762 15
3030 70
1506 13
985 72
1449 4
569 4
738 73
1341 40
3663 41
4364 51
2166 90
2295 1
278 48
3102 58
3144 62
1902 35
2889 32
1478 92
522 87
4637 66
758 87
3438 94
4481 69
4121 59
589 48
4963 19
2172 34
3474 53
1268 22
2039 90
4682 34
4355 42
2183 87
3751 34
1382 54
1260 85
1647 2
4574 86
4613 27
4665 37
3293 61
1945 72
128 18
3850 54
4435 94
3157 65
4566 59
1608 79
2632 53
4573 3
3331 21
4050 42
4487 23
319 35
1296 93
755 55
2043 56
127 78
3239 70
1576 88
1575 51
519 5
3547 100
328 18
4915 24
2256 28
2076 34
1179 43
2000 7
793 74
1236 99
1318 84
4620 1
1532 42
35 6
2169 9
4483 100
3706 63
4875 11
130 37
524 87
2007 70
3142 21
1722 42
477 92
1970 92
3352 63
2250 79
3890 37
1457 68
2737 67
4815 60
1190 17
582 34
523 13
2536 86
1767 81
2810 78
331 25
386 59
347 55
800 22
3312 19
2210 7
275 63
2686 87
4818 52
2868 48
3645 83
241 30
4825 76
3048 86
249 18
321 80
4182 35
3615 52
2433 7
421 77
1867 56
591 61
390 72
317 64
668 91
3838 60
1192 79
4259 34
184 2
1282 65
553 23
3696 22
3329 98
1207 88
3247 74
2199 5
353 13
1612 90
483 44
308 52
1756 28
376 60
3200 74
3750 89
4553 77
2438 82
2539 29
3625 58
1460 92
2089 72
3835 88
575 11
375 15
370 13
2908 83
1616 27
4088 91
4146 9
454 69
17 33
3702 55
3454 82
4768 56
795 84
3284 81
1922 38
1533 34
4335 68
1659 34
