5000 3628
2677 3895 100
3401 3301 82
4165 2214 58
591 3965 76
2410 1712 24
4337 1973 75
4297 2493 58
4726 2019 40
4077 2274 59
3923 3586 43
1330 880 36
4458 1711 27
1750 3827 91
3593 72 6
1737 3957 95
1280 2783 25
3654 281 92
3900 521 28
1866 493 97
602 3909 7
4346 2112 45
1099 3797 48
392 1995 35
91 4360 61
3842 1982 40
2060 2720 98
4262 4398 48
4445 59 64
815 1763 81
4434 2378 46
1214 1195 37
76 1401 97
2538 3867 71
2311 3702 3
3327 4926 19
4091 1849 49
566 3025 57
1731 2915 54
215 1159 91
1170 4772 47
3650 1070 94
4256 3328 100
475 4022 77
3200 4733 12
2345 2190 17
301 84 8
247 727 20
3534 2558 47
3809 3279 45
4494 3235 59
2552 3771 56
365 3944 97
1789 1297 14
4386 3494 64
3853 2104 53
1179 1943 46
366 1392 96
1861 562 20
1479 944 10
3488 4324 99
2341 4738 56
2748 1673 76
3535 1061 54
645 4587 39
4661 2741 7
4152 533 80
2782 4082 52
4680 3706 76
3671 4006 25
2963 967 1
3029 4747 92
163 4512 34
1708 2676 47
757 2061 41
4209 4992 23
3746 1629 15
4362 4315 8
3134 2545 57
3855 2 82
2916 1322 22
1930 4368 14
32 449 68
1574 296 76
1175 265 6
567 2765 52
3637 2819 98
3236 2187 58
2038 4104 50
4409 2383 83
4830 2102 32
3368 4849 90
4590 4373 96
939 1624 80
1052 871 62
2778 3810 100
2679 2316 100
3075 2722 23
3091 2265 24
903 1347 58
4251 2359 3
3712 2943 68
3968 233 16
620 1543 40
4923 1707 81
2543 3927 57
813 2436 46
3253 2046 3
4779 4317 33
4975 1842 45
1545 368 18
4060 4163 15
1888 4356 1
4128 985 46
574 3111 41
3464 244 6
1779 20 35
1869 51 51
2177 3507 53
3714 4997 14
2274 2531 70
4859 1818 87
926 94 48
95 3731 98
2013 1814 71
2609 3276 51
1366 3189 53
1059 4254 91
609 4347 93
2619 1339 68
1804 3286 21
3788 713 90
3830 3049 49
3340 468 40
1910 4371 38
1392 638 42
3527 3531 87
4385 1770 56
1421 3151 38
4985 1534 33
1243 1448 22
2373 3269 83
3664 883 76
1836 4761 57
815 4020 89
2635 4583 11
4292 1820 30
109 1815 12
3479 2602 60
1471 18 34
103 4551 52
836 2622 55
533 2634 65
264 2774 32
3001 1065 69
3563 2960 52
2048 1124 8
1999 4876 17
3943 4979 94
4666 2812 14
4229 3412 74
1830 2468 43
4426 3651 4
2698 4370 16
2383 3449 49
1775 3505 82
4318 1680 34
2871 77 65
2575 986 96
2930 1364 34
2600 1260 73
563 4968 44
3706 4781 79
3278 2721 60
202 3171 62
3522 3400 22
3028 4754 2
2209 646 67
2085 2322 80
3393 396 60
4680 469 40
801 1957 59
935 3636 30
142 2959 16
193 4245 60
3618 3745 17
1175 4480 27
1849 4812 19
938 4047 46
4105 4848 28
3384 4602 29
4186 2969 4
1089 4689 34
1071 4649 94
979 2205 62
1568 2792 67
86 1030 46
3158 3050 68
3758 2586 31
1345 1810 59
4882 1642 99
3849 2068 77
3463 4759 30
1041 4701 19
4719 900 20
2776 934 15
1364 1529 93
4270 4498 61
963 1166 61
416 1497 55
3358 4097 39
857 1331 85
4921 2563 87
578 3291 44
4878 4155 13
3296 4130 63
2091 1515 75
2772 4582 85
1183 111 39
266 2084 55
3840 3243 85
435 4519 10
876 3230 85
4009 251 36
4125 2111 21
261 543 3
505 176 52
329 4659 54
2006 1945 46
1880 1317 14
3115 371 100
4477 421 46
2068 1174 30
3490 149 49
2337 4720 52
3824 2250 70
4625 166 15
44 499 97
3009 2682 21
4617 3334 14
954 2014 84
3428 4072 41
4986 3661 40
436 2920 3
4216 2456 38
1494 2243 44
2241 530 86
1335 143 21
4016 479 56
1370 386 98
491 4917 66
1056 2108 93
1225 597 87
3360 1482 16
3340 4974 16
4438 4449 7
1156 4670 99
3381 220 96
1705 2172 65
2789 2688 37
4333 1590 71
619 827 53
2058 446 92
2839 683 70
2748 3472 11
928 1064 38
3065 139 42
3325 1025 96
4266 2191 57
449 1097 47
1378 2012 78
3540 2860 18
3788 3981 25
114 4500 94
4569 892 49
993 3649 15
3422 983 94
1087 2694 72
2949 2685 39
3113 1440 72
3710 1014 18
4172 4439 18
2929 4884 97
2520 473 79
1009 4177 14
1006 4892 18
4952 3429 12
3971 195 55
1316 1801 94
235 4749 33
60 1884 11
893 3918 68
3309 1946 60
1579 2804 65
1557 1556 84
470 3705 16
3010 4799 59
493 1072 35
2429 1951 54
2199 3489 86
1646 3961 1
4652 4677 42
4461 420 30
4128 3311 45
4298 4814 80
3444 3187 52
2453 3023 56
1176 429 97
3375 2077 55
2390 1514 69
68 4328 94
227 4808 50
1114 2149 39
2247 4185 53
1739 3791 61
1136 197 40
233 2534 31
1450 1747 73
62 2301 69
949 1036 12
2795 2445 44
4347 3600 84
836 2974 10
3199 1108 56
1158 4911 61
112 4586 61
3455 1005 81
3017 2269 79
2674 4956 60
2831 3416 87
2126 1639 25
316 3613 68
4207 1382 67
3847 540 21
2675 4641 50
1588 2039 28
2894 4718 20
1421 358 92
2241 2596 24
775 4989 74
554 2601 11
2023 1039 14
3991 294 70
1329 2484 4
2199 41 27
4707 2931 97
4399 4554 29
4516 3898 22
1783 4476 84
2871 1079 35
657 4879 52
4681 2918 26
2218 773 95
3082 3176 67
4513 1191 93
2521 1740 43
601 69 49
4275 2938 19
1873 464 3
428 2779 64
3996 4976 22
4818 3058 5
762 2498 62
823 4400 70
4729 586 9
1477 4541 7
2390 4106 47
580 3152 19
2485 3040 74
4150 3295 89
1804 4760 69
4553 2590 90
956 3949 33
3132 4603 53
3325 3061 40
3310 604 12
2194 1020 21
160 2546 22
4775 2147 67
318 2065 77
2925 1131 70
2230 1611 37
3241 3588 14
1418 2053 53
148 1819 20
3583 2598 5
4331 1486 48
1965 1074 93
2187 3079 33
177 630 40
161 1293 93
1398 4548 4
2272 1308 71
1564 4271 9
764 4238 7
4070 4844 76
2841 2360 8
533 4885 28
2548 911 76
3131 1358 23
477 3673 89
4656 407 68
1506 2737 97
4509 3920 39
1304 3346 81
1698 2673 65
3167 1593 87
3114 378 64
3463 531 17
4014 874 68
4019 4967 3
1657 1735 41
97 666 33
1299 2787 27
4426 3210 39
3330 3343 53
1010 2153 35
1721 376 59
1510 904 33
448 2941 70
1035 632 26
261 4810 49
605 922 79
2541 286 66
2922 2908 7
3619 127 46
1738 2142 71
1950 4834 82
260 3915 12
4406 595 33
4677 623 1
1817 2287 33
1916 4871 5
3452 3288 37
4022 585 76
4077 3686 51
673 4419 97
2111 1375 28
3934 2842 22
1594 2492 12
3096 810 80
2687 2861 46
4780 1862 82
1815 1362 1
1785 2665 71
4140 2512 19
2316 2641 80
1082 3591 33
4129 3831 94
987 532 29
3819 1202 74
56 1307 42
269 3445 90
1605 1809 56
2100 715 29
4401 1250 50
3638 1812 86
1335 1667 37
1261 1845 98
49 1045 41
2484 4545 92
247 1669 71
2679 2457 19
1365 15 96
2138 4046 11
217 1038 37
280 1641 86
2055 207 2
3847 1650 96
4564 284 99
4527 198 24
386 3383 40
2928 693 99
1145 3413 89
3834 4883 22
3866 3285 16
3991 1357 100
526 706 53
3139 1663 92
4661 26 13
1927 3755 17
2623 3032 77
2102 1685 22
374 3352 94
2945 2775 10
4038 3953 25
4879 4996 30
3596 2235 39
4851 2418 11
3646 4518 73
4202 1234 57
209 2529 52
1780 3984 75
554 1057 30
4892 1726 74
2781 2621 50
3059 37 98
1578 1972 49
1024 162 47
4723 218 8
611 2850 48
655 2798 37
903 288 42
3124 3163 38
4405 3222 11
15 4717 28
4180 1094 14
1852 4688 48
2205 637 50
1396 4568 41
4231 2059 73
1820 61 66
3491 4722 11
3375 3202 12
1844 3924 53
373 3492 51
1691 1343 12
4735 3870 91
4844 4094 88
1322 951 55
2097 4365 23
4526 608 96
3699 3129 12
1245 364 23
717 54 100
3743 3728 9
2897 2680 85
1204 3829 36
1365 4230 3
3349 3234 42
2692 3225 44
413 3244 88
2913 1877 35
3077 4803 13
4466 3725 1
1098 544 51
4041 4995 81
2464 2197 74
3482 147 72
2250 357 8
1823 783 83
3106 2176 74
3892 2684 47
1418 3238 30
2950 2982 89
4940 2768 80
4240 1373 11
1625 351 68
4828 2298 40
4139 4410 22
2378 2213 99
304 2615 99
4692 137 100
3997 4248 81
612 43 95
1202 4506 65
3113 3477 5
323 4920 8
934 3808 71
3129 1704 13
2494 888 2
3681 3500 100
453 2015 97
4174 2052 71
3697 1890 90
4984 744 66
4294 74 98
2535 4860 24
4060 4778 8
3647 188 67
1218 2890 2
899 4909 13
1957 4942 58
4333 3447 73
4436 1475 26
1040 1203 82
4369 789 84
2773 832 23
3270 4121 54
2816 2906 9
1630 3259 3
4527 1258 41
1093 1441 18
1265 1508 32
1209 2766 16
3111 1217 84
3242 2477 56
2076 3036 35
4107 3532 87
762 246 94
988 1359 19
2068 4442 97
2428 1417 88
2442 791 41
4990 679 89
2446 4638 57
3214 4100 38
1096 2035 69
4656 1415 56
4271 906 39
2549 2376 61
807 2381 100
3827 2336 84
4838 302 36
3555 4593 74
566 1690 29
2709 170 98
3514 4823 100
3148 4137 81
3555 3315 52
4545 3544 95
1195 498 60
1163 3184 97
4068 2956 48
49 4416 33
3981 4054 85
104 3123 99
2737 2618 34
3507 3319 71
373 1617 85
2793 4279 20
1530 1692 45
1368 3992 74
4037 1632 28
3497 2569 30
1173 3101 90
4942 2219 80
4654 3084 92
4682 1472 58
787 3856 70
1703 910 13
2562 4407 86
2918 2507 48
2399 1664 18
4389 2207 86
3178 4039 46
1379 2996 50
4216 1473 14
630 3003 79
546 4193 88
3137 1112 35
470 2729 49
2924 1206 58
2560 4694 18
4846 4108 49
565 4011 22
1310 93 44
1686 3931 67
522 492 8
4240 2011 81
1184 4521 45
3862 4850 27
4840 481 44
154 1499 54
3853 691 19
2804 1395 73
436 1523 81
2625 4117 79
2999 4771 38
3319 2224 87
156 1452 77
3744 3446 11
4722 134 26
193 3209 20
1971 1182 96
2786 4601 7
739 1138 78
3774 2482 82
3248 4223 68
2511 4540 79
3466 2180 37
3141 64 99
3102 3864 31
1544 4619 68
4451 1921 83
4087 3439 91
1795 573 30
2043 3773 95
2087 3682 78
1795 3787 44
4302 2577 8
583 90 61
1833 2220 75
2513 267 24
2080 2212 75
944 2284 14
3269 1248 2
2751 1562 82
4101 735 90
2652 3795 77
301 2902 2
1514 2276 61
4899 2024 9
4360 1765 9
3401 2124 42
4919 256 42
4239 1920 11
4659 3355 47
898 1654 19
1202 2238 99
1096 829 38
4474 3392 52
777 633 37
1044 4532 67
318 879 54
586 226 81
1792 4579 24
1630 770 67
3285 2195 2
1177 4036 27
765 118 89
3800 4424 57
1998 1326 92
2113 3008 100
4369 1399 23
610 2744 94
240 3130 83
3295 4947 11
2565 4247 13
3589 2859 91
4580 150 79
4136 1496 91
2900 10 95
2421 1198 16
4530 471 70
150 1023 62
3698 2319 93
1933 3524 6
9 2018 98
1295 1105 36
4003 4299 32
4878 1645 67
1129 1581 12
3375 4991 82
1970 1643 58
1715 887 86
2985 3414 60
1475 749 30
2400 3337 88
2434 1635 3
1555 1453 59
586 2829 13
3263 4856 74
1989 3120 52
1248 687 48
1171 2992 25
828 3570 1
4213 3265 11
1913 2363 14
3210 4023 38
256 2223 63
3989 1360 37
4178 1505 36
3904 1547 9
2744 2607 9
1182 123 92
2568 4334 68
1793 3 76
858 4980 24
2479 2869 75
3834 11 62
3143 1380 29
87 186 54
3697 1405 90
3732 1381 100
2670 3750 20
1107 4597 72
1927 4845 96
4023 4351 67
2873 4501 88
3240 3002 70
905 2865 57
2193 4428 55
701 4686 52
4077 866 10
1110 4946 47
1233 313 3
2722 3103 98
1705 3047 14
4778 4075 24
1033 196 52
4016 1826 29
1311 3277 20
3931 4887 53
523 1922 1
1250 4934 18
2065 2874 79
4655 1132 36
2320 4079 49
3501 2305 82
3571 3324 26
4800 4342 97
1493 1586 87
4824 2491 83
4734 2669 58
1519 4702 46
1551 2204 59
2639 3798 79
3259 790 55
4652 2159 87
4238 3929 87
842 1351 52
1227 3322 22
1920 4265 12
4563 3121 24
767 500 18
647 3817 7
2810 1235 57
1567 1652 15
2980 3333 81
4581 2312 66
2646 369 33
1551 4637 6
3297 654 13
1609 556 42
966 48 44
2312 1855 20
2718 3653 27
915 2892 55
1504 1701 74
4808 1151 63
4420 809 22
2209 716 17
1394 2237 30
1475 3318 78
4191 2072 61
2980 614 38
4102 402 55
3401 2473 82
3301 2423 33
3035 1628 89
2519 2041 92
2712 1277 24
473 433 46
839 1461 49
957 1660 2
1000 3510 61
1532 856 46
2216 1953 10
2310 3590 29
4791 4175 93
2425 2156 4
864 668 40
572 1148 40
984 1388 13
4593 259 67
1325 1863 71
2121 4560 34
1804 1104 4
4803 1962 42
254 199 60
1430 2267 26
2366 28 24
1647 2099 92
4882 2807 59
4549 3690 75
1356 4574 14
4377 2822 95
2256 1383 70
3409 1771 69
3909 1901 22
926 4673 81
2897 917 20
1629 2326 34
1462 4242 43
3582 2040 27
4003 388 15
2863 794 17
3862 2853 20
3906 3292 24
1169 3778 40
2478 1103 91
3368 4055 26
4364 1907 40
4257 1054 60
3445 1614 18
2011 1619 11
316 1007 2
215 824 33
1927 2146 90
1123 710 17
920 3138 20
2556 1610 35
3605 3739 60
4053 4122 11
1403 3711 96
3450 2157 90
4169 639 26
1721 3173 13
815 4381 81
851 1602 66
3213 2668 56
1749 4277 22
642 561 88
4608 2806 32
2518 2645 92
2822 1207 61
4870 2964 59
2958 3615 7
3557 1291 69
679 2161 98
3651 503 60
3323 3995 32
182 105 35
1928 3667 37
2130 2145 7
592 1043 82
888 4366 21
2199 3498 61
2149 3043 78
3725 2988 86
366 27 62
4760 2803 47
4996 4524 17
2059 1247 60
2104 3063 44
4551 4999 50
4880 2968 98
3584 2752 67
4932 361 32
3765 3912 13
1505 2506 43
1127 4616 60
193 3852 44
4360 2572 42
2009 3421 97
1782 925 96
163 972 58
2997 1470 87
3084 106 15
159 310 5
3982 1541 18
67 1872 7
1424 4620 20
2994 4504 1
65 132 42
4073 130 71
2783 756 72
3677 3793 62
3981 3836 41
2846 322 24
3675 496 5
4870 802 81
2211 1336 79
2638 50 65
3084 1259 89
887 4212 31
3400 2026 85
319 2986 44
4357 1369 14
1937 4026 3
3416 2681 61
1832 2288 60
812 1021 74
1668 2728 26
3681 1342 59
2177 2649 85
2318 1713 98
191 2550 5
3838 4353 6
82 855 28
2256 2537 54
3993 3140 43
2147 3749 79
4742 2083 55
4881 2595 26
3993 3062 8
3116 1948 44
2481 2483 37
2259 1443 34
3810 2934 99
4474 1573 95
4689 2764 16
2315 1521 35
3732 439 61
3110 1371 94
3389 2339 49
1331 63 62
3358 2242 28
19 4503 69
1982 581 58
2250 685 35
4080 1648 92
4857 1463 22
868 1923 23
1715 452 94
4688 58 47
3628 2989 13
3355 3289 62
229 996 25
887 1285 27
2226 1954 32
1344 4316 77
225 2066 42
58 454 7
1175 360 29
1469 2362 83
435 3530 39
3864 1088 20
4991 846 1
2311 3659 99
606 550 62
2115 4061 65
1430 222 9
3263 2203 15
1087 3512 27
4332 511 15
873 1941 54
4831 700 42
4586 943 82
2613 3069 8
369 1244 81
3302 1603 53
1668 3738 26
1582 4935 42
1091 1341 43
246 1433 11
1627 2348 28
3466 2755 71
2949 648 36
4172 2611 18
1539 1988 12
4083 3156 57
1252 1761 61
586 1717 56
75 1559 17
1079 577 100
3600 2815 63
3843 4645 70
639 1431 39
709 2398 36
2720 1199 10
1739 995 8
3727 4042 56
1810 3157 18
1970 4606 59
3702 4696 60
4389 2295 5
4348 603 63
710 3056 4
1004 2742 63
2393 2234 8
2816 4276 42
3890 3704 62
4019 2444 21
3698 55 50
2739 1503 39
3486 4965 73
4720 4345 39
4818 2070 100
1549 624 54
1576 656 3
2493 743 43
3724 1716 27
687 841 81
4806 4672 2
3376 2944 84
1399 4699 74
501 3307 59
1662 2990 44
445 961 22
2407 1269 66
2947 2128 19
4991 4971 90
3663 2079 62
1825 1458 94
4656 3752 90
1117 3721 17
2502 306 21
2210 3374 87
4132 39 70
327 4725 71
1839 437 95
3871 485 92
2688 275 78
2944 1216 34
4317 1678 4
4046 549 70
1826 3229 51
781 4252 85
4419 141 95
4018 4653 71
3414 25 65
491 3308 35
2298 3217 87
4157 4925 52
4108 4495 58
726 487 66
540 2832 89
2928 2303 34
4069 4313 37
3047 2329 51
1370 125 41
886 3496 20
1321 23 21
4465 4404 93
4138 438 22
1974 372 73
2553 3203 66
2081 4035 13
1953 1309 26
325 124 73
944 2936 23
2146 4903 5
2504 2704 51
1473 4865 67
3703 4628 77
2142 1002 40
1325 1535 52
4382 4820 65
4256 2979 72
1627 3939 45
4714 918 89
4019 524 94
1707 588 85
600 1591 23
4373 2876 95
561 242 59
1668 930 40
2752 1700 76
935 1902 53
1647 2134 51
4087 2317 97
4945 1997 53
1487 1800 88
1338 3884 60
1797 3782 4
3207 4650 15
3778 2028 90
3216 705 29
648 331 32
2426 667 5
1986 394 34
3765 2750 55
1194 4704 99
4763 403 87
3547 1940 23
4378 1903 10
4717 1846 55
4146 190 44
664 4785 33
4145 4264 34
722 3170 58
93 36 9
4075 4349 38
1975 4310 13
2192 4712 99
2024 2123 60
2889 2030 58
3286 271 76
51 2573 32
968 1080 32
4745 4131 49
3916 4758 73
3380 4841 95
579 1492 94
3108 1162 64
4363 391 39
1477 3546 63
1357 2003 23
3100 3038 60
1647 2251 61
4569 4443 22
2767 4748 100
4287 1722 6
3993 665 75
2981 4217 42
192 725 50
2115 4116 71
1367 1467 37
1194 3718 10
2613 2637 12
2481 3398 32
1652 3899 44
3297 1949 37
4472 40 69
2045 2118 47
242 1432 56
4542 4045 84
2093 965 28
2200 4536 45
4229 3657 15
540 4388 75
405 2000 72
1337 558 51
61 1229 11
4332 2731 3
2220 1241 22
2259 2086 11
223 1279 58
4200 2821 39
922 3736 27
4014 4954 42
3891 4959 70
1852 738 71
867 2667 73
4561 1253 45
1540 3757 3
4508 1806 86
4359 4067 92
2510 861 7
4463 342 21
3886 2356 17
2041 4623 82
4526 4736 82
3562 3756 4
253 4769 78
161 3767 63
2502 621 41
4368 3737 9
2620 2255 11
2409 4585 36
914 4278 53
4147 1857 53
2072 2217 62
673 1046 59
4416 456 14
3635 2143 75
4076 2417 57
2059 2683 38
2071 2402 95
3049 2695 65
307 3938 22
409 3626 66
203 1240 18
4584 2073 1
1922 1618 67
1815 2508 63
2082 3162 13
2862 3021 97
3481 4895 57
4862 4642 63
1735 4737 39
2196 997 21
4341 2911 22
4327 3789 48
2200 2612 37
3347 4783 45
1221 4664 57
650 736 8
4889 476 73
3340 4484 8
653 158 7
3106 835 53
1822 2308 67
4419 4148 48
3648 1682 77
3828 2090 99
4868 1512 23
630 101 9
1483 2495 23
3061 3775 76
632 4777 42
663 3190 86
1724 4119 62
4892 3652 39
4671 723 31
4857 4124 30
4341 1267 11
2115 4210 5
2784 3424 53
4593 3865 7
1181 263 3
384 1778 52
2440 929 62
1525 1791 24
3431 3506 83
2879 1871 29
62 3033 31
4366 780 17
3978 3792 36
171 4478 13
4 2830 72
4784 4208 63
137 4695 21
3438 4224 60
4030 3917 1
4221 4493 74
4984 1527 12
2757 3206 71
1372 3655 30
1239 1455 38
949 1289 48
141 1263 97
732 4817 18
2130 4936 95
2791 2991 80
2934 3972 19
1155 3821 4
425 1790 12
503 3399 56
3693 919 45
1841 927 31
4251 4457 83
275 4977 26
2955 2624 58
1575 2732 31
2160 4872 91
762 560 15
4928 4981 89
1680 2579 62
1256 2561 18
2808 2878 19
1416 4034 35
74 3495 63
3086 2588 33
449 4836 74
826 3382 13
2193 3080 14
662 1077 67
4799 157 69
990 3339 100
4507 3811 67
316 3882 55
1560 4816 5
779 1807 1
2248 891 28
2248 1742 10
2050 4716 69
1926 4853 28
3431 37
1694 71
3310 80
1771 8
454 11
3070 60
2105 83
2 55
1917 74
4692 84
2289 58
4267 22
3635 8
3423 86
519 88
2637 19
4000 97
3865 89
2536 81
4698 77
1136 88
1867 10
3384 56
3189 14
175 88
197 30
438 82
4026 48
3376 71
4431 64
827 36
1996 61
2811 22
2868 38
4307 2
1715 65
149 89
2354 69
1619 96
462 25
4557 35
859 82
2387 96
1 72
2095 1
147 19
3681 42
3222 17
3520 60
3941 73
1157 24
4443 23
3282 91
4235 32
2019 34
3013 89
957 96
3120 59
2535 47
2774 93
86 12
2298 22
1429 73
4811 59
2755 54
2491 26
1163 37
699 15
4319 53
2364 48
2725 9
4108 5
998 8
3977 44
1400 54
1260 9
1252 9
2032 65
2548 16
1945 75
341 19
3674 7
3107 79
4930 53
4746 27
1935 77
2979 87
2904 55
4742 43
1392 33
4099 46
1518 60
3976 88
151 45
1322 33
2809 33
3361 3
680 85
285 5
4210 32
2666 66
4394 55
1958 2
1757 52
1549 34
3338 78
2617 77
2064 40
548 17
309 31
1386 65
2819 98
2427 17
435 35
472 92
1276 65
2185 72
460 81
2097 99
1440 64
2010 63
3925 53
25 89
2344 57
2575 1
311 23
3693 67
638 88
3286 72
4237 72
4389 48
984 31
4735 23
4726 30
4194 46
887 40
233 85
2915 71
586 42
4462 41
568 39
4288 33
4228 21
1893 33
4764 68
4095 42
3592 44
3080 75
1221 5
888 40
2797 98
919 49
4636 3
1882 26
718 72
4542 97
4663 47
570 8
380 91
4913 41
3188 32
1652 81
3883 29
3887 61
4294 58
4059 11
182 1
3984 10
4662 89
3920 94
4215 23
740 2
1708 72
3593 80
4771 72
1800 82
881 11
4019 78
1739 10
3426 27
3378 44
1079 4
692 96
843 23
4093 8
2850 90
126 89
4942 55
4168 81
2559 70
1615 47
1059 27
1401 89
3435 31
1427 70
588 27
4104 17
2363 38
4656 68
1190 3
4532 77
3793 46
3041 94
2673 52
1061 13
1984 96
2814 90
3364 59
4556 14
1121 64
3105 3
2768 10
3646 18
4074 97
2286 31
4770 5
1202 65
3899 62
844 19
418 60
2990 22
4533 25
2871 13
1373 9
4602 71
417 97
3937 40
3649 62
1426 45
1096 16
3393 85
2556 13
1870 7
1248 26
3111 29
3206 58
2848 82
4139 66
3463 74
1036 7
2177 65
972 70
3981 27
3947 71
4069 90
92 49
4370 20
4321 66
3929 25
595 3
291 78
4642 20
2558 15
2307 67
379 96
2902 10
2951 25
1183 74
4429 84
675 92
2566 38
4625 51
897 58
872 55
618 33
3873 92
208 58
1421 20
1966 24
3025 99
124 22
3037 33
1214 35
652 94
2552 5
2564 55
3472 73
1044 62
4310 30
2380 91
4359 44
2037 72
604 55
4928 91
4411 85
2114 74
484 84
3467 62
2424 75
1357 56
1117 31
534 64
119 82
4216 33
89 90
4948 17
3922 30
2439 31
3978 63
4782 54
3321 51
4669 71
3918 32
1479 42
2384 58
2695 15
4149 8
1393 42
819 100
95 69
1182 76
1447 14
4003 24
3704 62
4531 44
3142 81
1407 73
4272 98
4358 28
397 99
2358 2
4890 78
4579 18
1112 31
2188 9
4740 21
1545 19
2632 88
2713 32
1847 25
1641 15
3056 43
2823 68
2507 48
2163 80
990 41
360 40
494 59
4457 98
1526 74
66 100
1062 25
1826 79
1707 6
4206 40
4501 4
4994 43
2815 27
4396 83
4703 40
204 73
203 76
1620 84
3665 85
4098 79
2221 21
138 69
3836 7
1081 71
1129 12
1213 55
4691 31
1405 14
4971 39
247 93
4487 88
651 49
3081 60
2762 30
3170 100
1890 84
522 99
3082 26
1706 92
620 84
864 80
196 80
4143 91
1443 10
3304 58
3834 34
60 31
1898 60
2122 14
765 54
2271 67
284 21
4227 60
2818 87
2675 54
743 41
80 40
4565 78
2583 11
102 35
4923 7
4799 84
4854 40
101 73
84 40
2919 25
3973 46
2946 53
1881 8
539 71
1581 98
2451 50
3240 38
906 63
4839 13
1208 58
2349 87
2793 16
4160 28
4393 42
2953 13
4198 34
4144 82
4173 89
787 13
786 16
2041 46
2160 97
3116 55
639 6
551 43
2375 26
266 35
1038 44
2784 87
3893 3
1177 74
2034 22
3707 77
1866 52
1902 69
3073 64
491 9
1575 97
4080 70
3728 82
4446 30
4574 50
2260 38
1295 60
3374 18
71 21
4266 53
679 39
4666 53
2781 32
3590 13
4282 96
1584 18
1437 85
684 57
4332 1
803 65
1365 100
3336 65
4806 29
1656 38
2681 77
4244 91
3624 43
3415 66
880 66
158 64
352 78
3049 64
4567 38
1698 2
4767 99
2740 64
599 65
2947 46
928 93
4706 7
3292 55
2522 19
447 2
4521 73
3884 16
1179 33
3069 85
2143 97
4302 44
2690 7
3953 20
4687 58
2608 28
3644 55
2315 68
2875 22
3482 19
4463 67
2061 100
632 47
482 42
3241 58
3677 78
1680 75
2328 53
2044 61
1289 94
393 78
392 2
372 43
4922 81
571 31
3779 58
4204 69
3524 70
4337 11
2394 63
1751 32
1901 60
4529 65
1356 67
2310 33
1600 34
4281 7
1554 75
1091 22
2855 10
2151 68
2642 88
2870 16
432 55
750 8
206 97
2406 80
1810 77
1133 69
1749 90
93 32
358 89
3608 80
141 86
1053 52
1280 93
3152 41
2176 40
327 62
2429 13
4570 94
1162 87
3581 82
1251 96
1880 78
2352 18
4231 91
2077 72
3621 23
4298 96
4471 3
2389 17
4825 5
2280 38
144 24
4792 49
1229 85
186 41
324 85
1850 31
1791 2
2854 1
2645 77
1319 21
854 97
769 95
2620 96
2204 14
561 19
1432 87
4234 88
1475 69
1972 30
4627 52
2239 8
1561 97
633 48
870 83
3191 88
2582 23
1090 55
3164 29
4599 67
2842 46
3506 72
507 19
2672 75
190 15
1050 32
479 1
3295 88
1018 94
1714 60
4083 3
4539 10
1552 77
626 9
1604 7
569 58
4646 98
3888 43
4380 33
3778 70
1490 70
2099 48
2199 60
476 85
1980 83
1937 50
1194 70
4422 2
911 69
1364 92
2060 84
790 63
4880 29
986 74
566 46
473 29
889 77
693 4
3141 84
4600 77
926 57
3522 70
331 81
3329 93
334 68
956 84
681 75
4593 67
2512 32
314 79
1482 29
3149 77
3748 100
3662 58
4827 77
3722 40
4052 78
4493 100
3059 61
3339 20
3027 39
4745 12
2941 63
3642 22
2825 15
937 33
1928 52
4836 47
3262 67
4313 97
818 16
1673 62
1454 47
2724 78
4482 8
4065 10
1147 85
1272 35
4856 99
214 75
3466 81
1045 38
1189 84
1316 53
832 67
1412 53
1548 73
3462 61
2882 44
2128 53
2712 44
118 46
3627 88
1978 11
5000 96
3518 23
1722 47
613 7
4071 45
4576 13
4157 42
1567 14
3587 34
3469 40
391 83
320 22
1307 89
2927 69
514 58
1217 72
1782 57
2933 45
302 76
3755 73
789 33
933 67
793 30
1513 42
1212 97
4290 89
3104 22
3508 61
3002 51
4613 37
2341 41
3067 30
1441 94
2718 20
730 33
4978 62
1033 49
1028 64
4039 65
976 75
1119 96
1457 90
1106 41
4547 52
2974 21
2018 11
1616 28
1339 94
4918 52
1598 69
125 7
3791 88
3986 70
2605 7
1982 7
1571 71
2251 68
305 90
1845 8
815 95
2828 39
2504 44
4897 70
2148 23
1899 58
1781 28
3982 26
698 46
4317 41
3615 42
1015 69
2353 63
304 47
2404 45
982 92
1491 45
1746 21
861 19
521 94
1947 80
357 72
1351 47
824 31
4961 43
3075 12
4481 39
2777 1
443 69
1760 29
3533 3
4123 74
1506 40
3179 92
4004 64
2401 59
2744 91
2490 8
563 32
4175 64
2683 10
3814 78
1750 91
43 31
1064 7
802 9
3653 91
2653 76
3209 89
4709 11
2200 83
4805 80
2234 11
1795 15
3732 48
2432 75
552 79
2756 14
2743 55
2804 12
598 100
4162 52
798 41
199 58
349 91
3958 97
992 56
4878 15
601 27
2684 37
4029 1
3062 18
4156 16
2035 81
2585 77
893 59
1654 73
4694 72
4360 72
3100 49
4138 90
45 15
4248 82
1489 53
3637 9
442 62
4843 44
1409 84
4491 37
1288 37
538 1
1068 65
3528 38
